,PDF_ID,Title,Publication Year
PDF00250,64181_9223,Enhancing biomass&nbsp;+ coal Co-firing scenarios via biomass torrefaction and carbonization: Case study of avocado pit biomass and Illinois No. 6 coal,2018
PDF00251,62344_8109,Co-combustion performance and kinetic study of solid digestate with gasification biochar,2018
PDF00252,55538_7566,Second generation biofuels production from waste cooking oil via pyrolysis process,2018
PDF00253,53801_6333,Effect of inoculum source and initial concentration on the anaerobic digestion of the liquid fraction from hydrothermal carbonisation of sewage sludge,2018
PDF00254,128222_9662,Valorization of Meat and Bone Meal through pyrolysis for soil amendment or lead adsorption from wastewaters,2018
PDF00255,38922_6219,Properties of dairy-manure-derived biochar pertinent to its potential use in remediation,2010
PDF00256,40517_6410,A novel magnetic biochar efficiently sorbs organic pollutants and phosphate,2010
PDF00257,35301_5670,Sorption and ecotoxicity of pentachlorophenol polluted sediment amended with rice-straw derived biochar,2011
PDF00258,33024_5340,Hydrothermal carbonization of anaerobically digested maize silage,2011
PDF00259,50354_8086,Biomass-based pyrolytic polygeneration system on cotton stalk pyrolysis: Influence of temperature,2012
PDF00260,48176_7629,Chemical and biochemical characterisation of biochar-blended composts prepared from poultry manure,2012
PDF00261,39532_6219,Polar and aliphatic domains regulate sorption of phthalic acid esters (PAEs) to biochars,2012
PDF00262,50038_6606,Arsenic removal by periphytic biofilm and its application combined with biochar,2017
PDF00263,40804_5953,An innovative biochar-amended substrate vertical flow constructed wetland for low C/N wastewater treatment_ Impact of influent strengths,2017
PDF00264,71461_10914,Enhanced ethanol production by Clostridium ragsdalei from syngas by incorporating biochar in the fermentation medium,2017
PDF00265,49438_6897,Pyrolysis of Date palm waste in a fixed-bed reactor_ Characterization of pyrolytic products,2017
PDF00266,53302_8021,Effect of hydrothermal carbonization on migration and environmental risk of heavy metals in sewage sludge during pyrolysis,2017
PDF00267,53266_7432,Characteristics of co-hydrothermal carbonization on polyvinyl chloride wastes with bamboo,2017
PDF00268,48982_6633,Effectiveness and mechanisms of phosphate adsorption on iron-modified biochars derived from waste activated sludge,2017
PDF00269,51942_7187,Effects of hydrothermal treatment on the pyrolysis behavior of Chinese fan palm,2017
PDF00270,55387_7866,Biochar assisted thermophilic co-digestion of food waste and waste activated sludge under high feedstock to seed sludge ratio in batch experiment,2018
PDF00271,42812_5963,Influence of biochar on volatile fatty acids accumulation and microbial community succession during biosolids composting,2018
PDF00272,47665_6725,Insight into effects of mature compost recycling on N2O emission and denitrification genes in sludge composting,2018
PDF00273,34384_4938,Effect of composting on the thermal decomposition behavior and kinetic parameters of pig manure-derived solid waste,2018
PDF00274,53617_7016,Production of 5-hydroxymethylfurfural from starch-rich food waste catalyzed by sulfonated biochar,2018
PDF00275,48230_6487,Improving sewage sludge composting by addition of spent mushroom substrate and sucrose,2018
PDF00276,63738_9375,Denitrification and desulphurization of industrial biowastes via hydrothermal modification,2018
PDF00277,46301_6561,Development and application of a continuous fast microwave pyrolysis system for sewage sludge utilization,2018
PDF00278,52601_6965,Impacts of biochar on the environmental risk of antibiotic resistance genes and mobile genetic elements during anaerobic digestion of cattle farm wastewater,2018
PDF00279,50739_6997,Highly efficient adsorption of dyes by biochar derived from pigments-extracted macroalgae pyrolyzed at different temperature,2018
PDF00280,54452_7500,Process characteristics for microwave assisted hydrothermal carbonization of cellulose,2018
PDF00281,41895_5407,Bacterial community succession during pig manure and wheat straw aerobic composting covered with a semi-permeable membrane under slight positive pressure,2018
PDF00282,48011_6516,A novel approach to developing a reusable marine macro-algae adsorbent with chitosan and ferric oxide for simultaneous efficient heavy metal removal and easy magnetic separation,2018
PDF00283,53113_7281,Effect of hydrothermal carbonization on storage process of woody pellets_ Pellets’ properties and aldehydes/ketones emission,2018
PDF00284,60525_8073,Hydrothermal synthesis of hierarchically structured birnessite-type MnO2/biochar composites for the adsorptive removal of Cu(II) from aqueous media,2018
PDF00285,73828_10511,Effects of bean dregs and crab shell powder additives on the composting of green waste,2018
PDF00286,63260_8435,Facile one-pot hydrothermal synthesis of cubic spinel-type manganese ferrite/biochar composites for environmental remediation of heavy metals from aqueous solutions,2018
PDF00287,40516_5367,Enrichment of bio-oil after hydrothermal liquefaction (HTL) of microalgae C. vulgaris grown in wastewater_ Bio-char and post HTL wastewater utilization studies,2018
PDF00288,44748_6028,Ex-situ catalytic upgrading of vapors from fast microwave-assisted co-pyrolysis of Chromolaena odorata and soybean soapstock,2018
PDF00289,64325_9391,The pelletization and combustion properties of torrefied Camellia shell via dry and hydrothermal torrefaction_ A comparative evaluation,2018
PDF00290,62569_8282,Investigation of cracking and water availability of soil-biochar composite synthesized from invasive weed water hyacinth,2018
PDF00291,64184_8654,"Hydrothermal carbonization of holocellulose into hydrochar_ Structural, chemical characteristics, and combustion behavior",2018
PDF00292,54004_7213,"Sorption of norfloxacin, sulfamerazine and oxytetracycline by KOH-modified biochar under single and ternary systems",2018
PDF00293,77231_10773,A novel approach to biphasic strategy for intensification of the hydrothermal process to give levulinic acid_ Use of an organic non-solvent,2018
PDF00294,72325_10905,Biochar enhanced ethanol and butanol production by Clostridium carboxidivorans from syngas,2018
PDF00295,54116_7190,Fabrication and characterization of hydrophilic corn stalk biochar-supported nanoscale zero-valent iron composites for efficient metal removal,2018
PDF00296,46918_7451,Co-hydrothermal carbonization of lignocellulosic biomass and swine manure_ Hydrochar properties and heavy metal transformation behavior,2018
PDF00297,71344_10279,Conversion of industrial biowastes to clean solid fuels via hydrothermal carbonization (HTC)_ Upgrading mechanism in relation to coalification process and combustion behavior,2018
PDF00298,53518_7345,New insight of tertiary-amine modified bentonite amendment on the nitrogen transformation and volatile fatty acids during the chicken manure composting,2018
PDF00299,46657_6437,Co-hydrothermal carbonization of food waste-woody biomass blend towards biofuel pellets production,2018
PDF00300,53043_7464,Microwave-assisted in-situ elimination of primary tars over biochar_ Low temperature behaviours and mechanistic insights,2018
PDF00301,47744_6757,Sorption of tetracycline on H3PO4 modified biochar derived from rice straw and swine manure,2019
PDF00302,100078_13286,Recent achievements in enhancing anaerobic digestion with carbon- based functional materials,2018
PDF00303,51669_7262,High oxygen reduction reaction performance nitrogen-doped biochar cathode_ A strategy for comprehensive utilizing nitrogen and carbon in water hyacinth,2018
PDF00304,43810_5820,Sorption of methyl orange from aqueous solution by protonated amine modified hydrochar,2018
PDF00305,47913_6328,Production of bio-oil from agricultural waste by using a continuous fast microwave pyrolysis system,2018
PDF00306,57789_7824,Effect of water-washing of wheat straw and hydrothermal temperature on its hydrochar evolution and combustion properties,2018
PDF00307,56193_7965,"Effects of phosphogypsum, superphosphate, and dicyandiamide on gaseous emission and compost quality during sewage sludge composting",2019
PDF00308,117236_18553,An overview of the effect of pyrolysis process parameters on biochar stability,2019
PDF00309,57149_7626,Key environmental factors to variation of ammonia-oxidizing archaea community and potential ammonia oxidation rate during agricultural waste composting,2019
PDF00310,38860_5233,Thermochemical conversion of cobalt-loaded spent coffee grounds for production of energy resource and environmental catalyst,2019
PDF00311,64896_9263,"Comparative evaluation of the use of acidic additives on sewage sludge composting quality improvement, nitrogen conservation, and greenhouse gas reduction",2019
PDF00312,68056_9313,Microbial aging of hydrochar as a way to increase cadmium ion adsorption capacity_ Process and mechanism,2020
PDF00313,43370_6001,Synthesis of nickel/biochar composite from pyrolysis of Microcystis aeruginosa and its practical use for syngas production,2020
PDF00314,52656_8090,Evaluating the cost-effectiveness of global biochar mitigation potential,2010
PDF00315,38982_6098,Influence of fast pyrolysis temperature on biochar labile fraction and short-term carbon loss in a loamy soil,2011
PDF00316,35708_5751,Comparison of kiln-derived and gasifier-derived biochars as soil amendments in the humid tropics,2012
PDF00317,50155_7854,Hydrologic properties of biochars produced at different temperatures,2012
PDF00318,70063_10243,Rapid molecular screening of black carbon (biochar) thermosequences obtained from chestnut wood and rice straw: A pyrolysis-GC/MS study,2012
PDF00319,59553_8322,Dynamics of soil organic carbon mineralization and C fractions in paddy soil on application of rice husk biochar,2018
PDF00320,67758_9088,Possibilities for CO2 emission reduction using biomass in European integrated steel plants,2018
PDF00321,40052_5468,Dependence of supercapacitor performance on macro-structure of monolithic biochar electrodes,2018
PDF00322,79730_10990,Impact of biochar on soil characteristics and temporal greenhouse gas emissions_ A field study from southern Canada,2018
PDF00323,49175_6918,The usefulness of walnut shells as waste biomass fuels in direct carbon solid oxide fuel cells,2018
PDF00324,50479_6408,Formation of composite sorbent by P. chrysogenum strain F1 and ferrihydrite in water for arsenic removal,2018
